bwv,c,p,t,d
847,2,60,33600,192
847,3,50,33600,96
847,3,48,33696,96
847,1,70,33792,192
847,2,62,33792,384
847,3,46,33792,96
847,3,48,33888,96
847,1,70,33984,96
847,3,50,33984,96
847,1,69,34080,96
847,3,48,34080,96
847,1,70,34176,192
847,3,46,34176,96
847,3,44,34272,96
847,1,65,34368,192
847,2,62,34368,192
847,3,43,34368,96
847,3,41,34464,96
847,1,67,34560,384
847,2,63,34560,192
847,3,39,34560,96
847,3,56,34656,96
847,2,63,34752,96
847,3,55,34752,96
847,2,62,34848,96
847,3,53,34848,96
847,2,63,34944,192
847,3,51,34944,96
847,3,50,35040,96
847,1,67,35136,384
847,2,58,35136,192
847,3,48,35136,96
847,3,46,35232,96
847,2,60,35328,960
847,3,44,35328,96
847,3,46,35424,96
847,1,68,35520,96
847,3,48,35520,96
847,1,70,35616,96
847,3,46,35616,96
847,1,72,35712,96
847,3,44,35712,96
847,1,71,35808,96
847,3,43,35808,96
847,1,72,35904,96
847,3,41,35904,96
847,1,68,36000,96
847,3,39,36000,96
847,1,65,36096,960
847,3,38,36096,96
847,3,55,36192,96
847,2,62,36288,96
847,3,53,36288,96
847,2,63,36384,96
847,3,51,36384,96
847,2,65,36480,96
847,3,50,36480,96
847,2,63,36576,96
847,3,48,36576,96
847,2,65,36672,96
847,3,47,36672,96
847,2,62,36768,96
847,3,45,36768,96
847,2,59,36864,192
847,3,43,36864,384
847,1,74,37056,96
847,1,72,37152,96
847,1,74,37248,192
847,1,65,37440,192
847,2,59,37440,192
847,1,63,37632,192
847,2,60,37632,192
847,3,43,37728,96
847,1,75,37824,96
847,3,45,37824,96
847,1,74,37920,96
847,3,47,37920,96
847,1,75,38016,192
847,3,48,38016,96
847,3,50,38112,96
847,1,67,38208,192
847,2,63,38208,192
847,3,51,38208,96
847,3,53,38304,96
847,1,65,38400,192
847,2,62,38400,192
847,3,55,38400,96
847,3,53,38496,96
847,1,77,38592,96
847,3,56,38592,96
847,1,75,38688,96
847,3,55,38688,96
847,1,77,38784,192
847,3,53,38784,96
847,3,51,38880,96
847,1,68,38976,192
847,2,65,38976,384
847,3,50,38976,96
847,3,48,39072,96
847,1,67,39168,96
847,3,47,39168,192
847,1,77,39264,96
847,1,75,39360,96
847,3,48,39360,96
847,1,74,39456,96
847,3,47,39456,96
847,1,72,39552,96
847,3,48,39552,192
847,1,71,39648,96
847,1,69,39744,96
847,2,65,39744,192
847,3,43,39744,192
847,1,67,39840,96
847,1,72,39936,192
847,2,63,39936,192
847,3,44,39936,192
847,1,77,40128,192
847,2,68,40128,192
847,3,48,40128,96
847,3,47,40224,96
847,1,75,40320,192
847,2,67,40320,192
847,3,48,40320,192
847,1,74,40512,192
847,2,65,40512,192
847,3,50,40512,192
847,2,63,40704,192
847,3,43,40704,192
847,1,68,40896,192
847,2,62,40896,192
847,3,48,40896,96
847,3,47,40992,96
847,1,67,41088,192
847,2,63,41088,192
847,3,48,41088,192
847,1,65,41280,192
847,2,65,41280,192
847,3,50,41280,192
847,1,67,41472,192
847,2,59,41472,192
847,3,41,41472,96
847,3,43,41568,96
847,1,65,41664,96
847,2,60,41664,192
847,3,44,41664,384
847,1,63,41760,96
847,1,65,41856,192
847,2,62,41856,192
847,1,62,42048,192
847,2,59,42048,192
847,3,43,42048,96
847,3,41,42144,96
847,1,68,42240,192
847,2,59,42240,192
847,3,39,42240,384
847,1,67,42432,192
847,2,60,42432,192
847,1,69,42816,192
847,2,60,42816,192
847,3,51,42816,192
847,1,71,43008,192
847,2,65,43008,96
847,3,50,43008,192
847,2,62,43104,96
847,1,72,43200,192
847,2,63,43200,96
847,3,48,43200,192
847,2,60,43296,288
847,1,65,43392,96
847,3,55,43392,192
847,1,63,43488,96
847,1,62,43584,96
847,2,59,43584,192
847,3,43,43584,192
847,1,60,43680,96
847,1,60,43776,192
847,2,60,43776,384
847,3,36,43776,3840
847,3,48,43776,3840
847,1,72,43968,96
847,1,71,44064,96
847,1,72,44160,192
847,1,67,44352,192
847,2,64,44352,192
847,1,68,44544,192
847,2,65,44544,384
847,1,72,44736,96
847,1,71,44832,96
847,1,72,44928,192
847,1,74,45120,192
847,1,68,45120,192
847,1,71,45120,192
847,2,65,45120,192
847,1,67,45312,192
847,2,65,45312,192
847,1,72,45504,96
847,2,63,45504,96
847,1,71,45600,96
847,2,62,45600,96
847,1,72,45696,192
847,2,63,45696,192
847,1,74,45888,192
847,2,68,45888,192
847,2,65,45888,192
847,1,65,46080,96
847,2,62,46080,192
847,2,59,46080,192
847,1,67,46176,96
847,1,68,46272,384
847,2,62,46464,192
847,2,59,46464,192
847,1,67,46656,96
847,1,65,46752,96
847,1,64,46848,768
847,2,60,46848,768
847,2,55,46848,768
848,1,68,576,192
848,1,70,768,96
848,1,68,864,96
848,1,66,960,96
848,1,68,1056,96
848,1,77,1152,192
848,1,73,1344,192
848,1,68,1536,192
848,1,66,1728,96
848,1,65,1824,96
848,1,66,1920,192
848,1,75,2112,192
848,1,65,2304,192
848,1,73,2496,192
848,1,63,2688,192
848,1,72,2880,192
848,1,61,3072,192
848,1,73,3264,96
848,1,72,3360,96
848,1,73,3456,96
848,1,75,3552,96
848,1,77,3648,96
848,2,61,3648,192
848,1,78,3744,96
848,1,80,3840,96
848,2,65,3840,96
848,1,79,3936,96
848,2,63,3936,96
848,1,77,4032,96
848,2,61,4032,96
848,1,79,4128,96
848,2,63,4128,96
848,1,80,4224,96
848,2,72,4224,192
848,1,78,4320,96
848,1,77,4416,96
848,2,68,4416,192
848,1,75,4512,96
848,1,77,4608,480
848,2,63,4608,192
848,2,61,4800,96
848,2,60,4896,96
848,2,61,4992,192
848,1,75,5088,96
848,1,73,5184,96
848,2,70,5184,192
848,1,77,5280,96
848,1,75,5376,96
848,2,60,5376,192
848,1,73,5472,96
848,1,72,5568,96
848,2,68,5568,192
848,1,75,5664,96
848,1,73,5760,96
848,2,58,5760,192
848,1,72,5856,96
848,1,73,5952,96
848,2,67,5952,192
848,1,70,6048,74
848,1,70,6122,21
848,1,72,6144,192
848,2,56,6144,192
848,1,75,6336,192
848,2,68,6336,96
848,2,67,6432,96
848,1,78,6528,768
848,2,68,6528,96
848,2,70,6624,96
848,2,72,6720,96
848,3,56,6720,192
848,2,68,6816,96
848,2,73,6912,96
848,3,58,6912,96
848,2,72,7008,96
848,3,56,7008,96
848,2,70,7104,96
848,3,54,7104,96
848,2,72,7200,96
848,3,56,7200,96
848,1,77,7296,768
848,2,73,7296,96
848,3,65,7296,192
848,2,72,7392,96
848,2,70,7488,96
848,3,61,7488,192
848,2,68,7584,96
848,2,70,7680,480
848,3,56,7680,192
848,3,54,7872,96
848,3,53,7968,96
848,1,75,8064,576
848,3,54,8064,192
848,2,68,8160,96
848,2,66,8256,96
848,3,63,8256,192
848,2,70,8352,96
848,2,68,8448,96
848,3,53,8448,192
848,2,66,8544,96
848,1,73,8640,192
848,2,65,8640,96
848,3,61,8640,192
848,2,68,8736,96
848,1,72,8832,192
848,2,66,8832,96
848,3,51,8832,192
848,2,65,8928,96
848,1,75,9024,384
848,2,66,9024,96
848,3,60,9024,192
848,2,63,9120,96
848,2,65,9216,384
848,3,49,9216,192
848,1,68,9408,192
848,3,61,9408,96
848,3,60,9504,96
848,1,77,9600,576
848,3,61,9600,96
848,3,63,9696,96
848,2,68,9792,192
848,3,65,9792,96
848,3,61,9888,96
848,2,73,9984,576
848,3,58,9984,96
848,3,60,10080,96
848,1,77,10176,96
848,3,61,10176,96
848,1,73,10272,96
848,3,58,10272,96
848,1,70,10368,576
848,3,55,10368,96
848,3,56,10464,96
848,2,73,10560,96
848,3,58,10560,96
848,2,70,10656,96
848,3,55,10656,96
848,2,63,10752,384
848,3,48,10752,192
848,1,70,10944,192
848,3,60,10944,96
848,3,58,11040,96
848,1,75,11136,576
848,3,60,11136,96
848,3,61,11232,96
848,2,67,11328,192
848,3,63,11328,96
848,3,60,11424,96
848,2,72,11520,576
848,3,56,11520,96
848,3,58,11616,96
848,1,75,11712,96
848,3,60,11712,96
848,1,72,11808,96
848,3,56,11808,96
848,1,68,11904,576
848,3,53,11904,96
848,3,55,12000,96
848,2,72,12096,96
848,3,56,12096,96
848,2,68,12192,96
848,3,53,12192,96
848,2,61,12288,384
848,3,46,12288,192
848,1,68,12480,192
848,3,58,12480,96
848,3,56,12576,96
848,1,73,12672,480
848,3,58,12672,96
848,3,60,12768,96
848,2,65,12864,192
848,3,61,12864,96
848,3,58,12960,96
848,2,70,13056,480
848,3,55,13056,96
848,1,72,13152,96
848,3,56,13152,96
848,1,73,13248,96
848,3,58,13248,96
848,1,70,13344,96
848,3,55,13344,96
848,1,82,13440,480
848,3,51,13440,96
848,2,73,13536,96
848,3,53,13536,96
848,2,75,13632,96
848,3,55,13632,96
848,2,70,13728,96
848,3,51,13728,96
848,2,72,13824,384
848,3,44,13824,192
848,1,80,13920,96
848,1,79,14016,96
848,3,56,14016,96
848,1,82,14112,96
848,3,58,14112,96
848,1,80,14208,96
848,3,60,14208,192
848,1,75,14304,96
848,1,77,14400,96
848,2,68,14400,288
848,3,56,14400,192
848,1,78,14496,96
848,1,77,14592,96
848,3,61,14592,384
848,1,75,14688,96
848,2,67,14688,96
848,1,73,14784,96
848,2,65,14784,96
848,1,75,14880,96
848,2,67,14880,96
848,1,84,14976,192
848,2,68,14976,96
848,3,60,14976,384
848,2,66,15072,96
848,1,80,15168,192
848,2,65,15168,96
848,2,63,15264,96
848,1,75,15360,192
848,2,65,15360,480
848,3,58,15360,192
848,1,73,15552,96
848,3,56,15552,192
848,1,72,15648,96
848,1,73,15744,192
848,3,55,15744,384
848,2,63,15840,96
848,1,82,15936,192
848,2,61,15936,96
848,2,65,16032,96
848,1,72,16128,192
848,2,63,16128,96
848,3,56,16128,384
848,2,61,16224,96
848,1,80,16320,192
848,2,60,16320,96
848,2,63,16416,96
848,1,70,16512,192
848,2,61,16512,96
848,3,51,16512,384
848,2,60,16608,96
848,1,79,16704,192
848,2,61,16704,96
848,2,58,16800,96
848,1,68,16896,96
848,2,60,16896,192
848,3,56,16896,384
848,1,70,16992,96
848,1,72,17088,96
848,2,63,17088,192
848,1,73,17184,96
848,1,72,17280,96
848,2,68,17280,384
848,1,70,17376,96
848,1,68,17472,96
848,3,63,17472,96
848,1,72,17568,96
848,3,60,17568,96
848,1,77,17664,96
848,3,56,17664,384
848,1,75,17760,96
848,1,74,17856,96
848,2,59,17856,96
848,1,77,17952,96
848,2,56,17952,96
848,1,80,18048,96
848,2,53,18048,384
848,1,78,18144,96
848,1,77,18240,96
848,3,56,18240,96
848,1,80,18336,96
848,3,53,18336,96
848,1,83,18432,192
848,3,50,18432,384
848,1,82,18624,96
848,2,53,18624,96
848,1,80,18720,96
848,2,56,18720,96
848,1,78,18816,96
848,2,59,18816,384
848,1,77,18912,96
848,1,75,19008,96
848,3,53,19008,192
848,1,74,19104,96
848,1,75,19200,96
848,2,58,19200,192
848,3,54,19200,192
848,1,78,19296,96
848,1,77,19392,96
848,2,59,19392,192
848,3,56,19392,192
848,1,75,19488,96
848,1,74,19584,96
848,2,58,19584,192
848,3,58,19584,192
848,1,77,19680,96
848,1,70,19776,96
848,2,50,19776,192
848,3,46,19776,192
848,1,68,19872,96
848,1,66,19968,96
848,2,51,19968,384
848,3,39,19968,384
848,1,65,20064,96
848,1,63,20160,96
848,1,62,20256,96
848,1,63,20352,96
848,1,65,20448,96
848,1,66,20544,96
848,3,51,20544,192
848,1,68,20640,96
848,1,70,20736,96
848,3,54,20736,96
848,1,68,20832,96
848,3,53,20832,96
848,1,66,20928,96
848,3,51,20928,96
848,1,68,21024,96
848,3,53,21024,96
848,1,70,21120,96
848,3,61,21120,192
848,1,68,21216,96
848,1,66,21312,96
848,3,58,21312,192
848,1,65,21408,96
848,1,66,21504,480
848,3,53,21504,192
848,3,51,21696,96
848,3,49,21792,96
848,3,51,21888,192
848,1,65,21984,96
848,1,63,22080,96
848,3,60,22080,192
848,1,66,22176,96
848,1,65,22272,96
848,3,49,22272,192
848,1,63,22368,96
848,1,61,22464,96
848,3,58,22464,192
848,1,65,22560,96
848,1,63,22656,96
848,3,48,22656,192
848,1,61,22752,96
848,1,63,22848,96
848,3,57,22848,192
848,1,60,22944,96
848,1,61,23040,96
848,3,46,23040,192
848,1,65,23136,96
848,1,66,23232,96
848,3,58,23232,96
848,1,65,23328,96
848,3,57,23328,96
848,1,73,23424,480
848,3,58,23424,96
848,3,60,23520,96
848,2,65,23616,192
848,3,61,23616,96
848,3,58,23712,96
848,2,70,23808,480
848,3,55,23808,96
848,1,72,23904,96
848,3,56,23904,96
848,1,73,24000,96
848,3,58,24000,96
848,1,70,24096,96
848,3,55,24096,96
848,1,82,24192,480
848,3,51,24192,96
848,2,73,24288,96
848,3,53,24288,96
848,2,75,24384,96
848,3,55,24384,96
848,2,70,24480,96
848,3,51,24480,96
848,2,72,24576,192
848,3,44,24576,192
848,1,75,24672,96
848,1,77,24768,96
848,3,56,24768,96
848,1,75,24864,96
848,3,55,24864,96
848,1,72,24960,480
848,3,56,24960,96
848,3,58,25056,96
848,2,63,25152,192
848,3,60,25152,96
848,3,56,25248,96
848,2,68,25344,480
848,3,53,25344,96
848,1,70,25440,96
848,3,55,25440,96
848,1,72,25536,96
848,3,56,25536,96
848,1,68,25632,96
848,3,53,25632,96
848,1,80,25728,480
848,3,49,25728,96
848,2,72,25824,96
848,3,51,25824,96
848,2,73,25920,96
848,3,53,25920,96
848,2,68,26016,96
848,3,49,26016,96
848,2,70,26112,192
848,3,43,26112,192
848,1,61,26208,96
848,1,63,26304,96
848,3,55,26304,96
848,1,61,26400,96
848,3,53,26400,96
848,1,70,26496,480
848,3,55,26496,96
848,3,56,26592,96
848,2,61,26688,192
848,3,58,26688,96
848,3,55,26784,96
848,2,67,26880,480
848,3,52,26880,96
848,1,68,26976,96
848,3,53,26976,96
848,1,70,27072,96
848,3,55,27072,96
848,1,67,27168,96
848,3,52,27168,96
848,1,79,27264,480
848,3,48,27264,96
848,2,70,27360,96
848,3,50,27360,96
848,2,72,27456,96
848,3,52,27456,96
848,2,67,27552,96
848,3,48,27552,96
848,2,68,27648,384
848,3,41,27648,96
848,1,76,27744,96
848,3,43,27744,96
848,1,77,27840,96
848,3,44,27840,96
848,1,73,27936,96
848,3,46,27936,96
848,1,70,28032,768
848,3,48,28032,96
848,3,50,28128,96
848,2,60,28224,192
848,3,52,28224,96
848,3,48,28320,96
848,2,61,28416,96
848,3,53,28416,96
848,2,60,28512,96
848,3,51,28512,96
848,2,58,28608,96
848,3,49,28608,96
848,2,60,28704,96
848,3,51,28704,96
848,1,68,28800,768
848,2,68,28800,192
848,3,53,28800,96
848,3,51,28896,96
848,2,65,28992,192
848,3,49,28992,96
848,3,48,29088,96
848,2,60,29184,192
848,3,49,29184,480
848,2,58,29376,96
848,2,56,29472,96
848,1,67,29568,576
848,2,58,29568,192
848,3,48,29664,96
848,2,67,29760,192
848,3,46,29760,96
848,3,49,29856,96
848,2,56,29952,192
848,3,48,29952,96
848,3,46,30048,96
848,1,65,30144,192
848,2,65,30144,192
848,3,44,30144,96
848,3,48,30240,96
848,1,64,30336,192
848,2,55,30336,192
848,3,46,30336,96
848,3,44,30432,96
848,1,67,30528,192
848,2,64,30528,192
848,3,46,30528,96
848,3,43,30624,96
848,1,72,30720,96
848,2,53,30720,576
848,3,44,30720,192
848,1,70,30816,96
848,1,68,30912,96
848,3,49,30912,192
848,1,72,31008,96
848,1,70,31104,96
848,3,43,31104,192
848,1,68,31200,96
848,1,67,31296,96
848,2,52,31296,192
848,3,48,31296,192
848,1,70,31392,96
848,1,68,31488,96
848,2,53,31488,192
848,3,41,31488,192
848,1,65,31584,96
848,1,73,31680,96
848,2,52,31680,192
848,3,46,31680,192
848,1,70,31776,96
848,1,72,31872,96
848,2,53,31872,192
848,3,44,31872,192
848,1,68,31968,96
848,1,78,32064,96
848,2,58,32064,192
848,3,49,32064,192
848,1,76,32160,96
848,1,76,32256,96
848,2,56,32256,192
848,3,48,32256,768
848,1,77,32352,96
848,1,83,32448,96
848,2,55,32448,96
848,1,84,32544,96
848,2,53,32544,96
848,1,76,32640,288
848,2,55,32640,192
848,2,58,32832,192
848,1,77,32928,96
848,1,77,33024,384
848,2,56,33024,96
848,3,53,33024,384
848,2,58,33120,96
848,2,60,33216,96
848,2,56,33312,96
848,2,53,33408,96
848,2,54,33504,96
848,1,77,33600,192
848,2,56,33600,96
848,2,53,33696,96
848,1,71,33792,96
848,2,50,33792,96
848,1,70,33888,96
848,2,51,33888,96
848,1,68,33984,96
848,2,53,33984,96
848,1,70,34080,96
848,2,50,34080,96
848,1,77,34176,192
848,2,46,34176,96
848,2,50,34272,96
848,1,74,34368,192
848,2,53,34368,96
848,2,58,34464,96
848,1,68,34560,192
848,2,51,34560,96
848,2,54,34656,96
848,1,66,34752,96
848,2,58,34752,96
848,1,65,34848,96
848,2,62,34848,96
848,1,66,34944,192
848,2,63,34944,96
848,2,65,35040,96
848,1,75,35136,192
848,2,66,35136,96
848,2,63,35232,96
848,1,69,35328,96
848,2,60,35328,96
848,1,68,35424,96
848,2,61,35424,96
848,1,66,35520,96
848,2,63,35520,96
848,1,68,35616,96
848,2,60,35616,96
848,1,75,35712,192
848,2,56,35712,480
848,3,44,35808,96
848,1,72,35904,192
848,3,46,35904,96
848,3,48,36000,96
848,1,66,36096,192
848,3,49,36096,480
848,2,56,36192,96
848,1,65,36288,96
848,2,58,36288,96
848,1,63,36384,96
848,2,60,36384,96
848,1,65,36480,96
848,2,61,36480,192
848,1,68,36576,96
848,3,51,36576,96
848,1,73,36672,96
848,3,53,36672,96
848,1,75,36768,96
848,3,55,36768,96
848,1,77,36864,96
848,3,56,36864,96
848,1,75,36960,96
848,3,55,36960,96
848,1,73,37056,96
848,3,53,37056,96
848,1,75,37152,96
848,3,55,37152,96
848,1,84,37248,192
848,2,72,37248,768
848,3,56,37248,96
848,3,55,37344,96
848,1,80,37440,192
848,3,53,37440,96
848,3,51,37536,96
848,1,75,37632,192
848,3,53,37632,480
848,1,73,37824,96
848,1,72,37920,96
848,1,73,38016,192
848,2,70,38016,576
848,3,51,38112,96
848,1,82,38208,192
848,3,49,38208,96
848,3,53,38304,96
848,1,72,38400,192
848,3,51,38400,96
848,3,49,38496,96
848,1,80,38592,192
848,2,68,38592,192
848,3,48,38592,96
848,3,51,38688,96
848,1,70,38784,192
848,2,67,38784,192
848,3,49,38784,96
848,3,48,38880,96
848,1,79,38976,192
848,2,70,38976,192
848,3,46,38976,96
848,3,49,39072,96
848,1,68,39168,96
848,2,63,39168,96
848,3,48,39168,192
848,1,63,39264,96
848,1,65,39360,96
848,3,51,39360,192
848,1,67,39456,96
848,1,68,39552,96
848,3,54,39552,768
848,1,70,39648,96
848,1,72,39744,96
848,2,56,39744,192
848,1,68,39840,96
848,1,73,39936,96
848,2,58,39936,96
848,1,72,40032,96
848,2,56,40032,96
848,1,70,40128,96
848,2,54,40128,96
848,1,72,40224,96
848,2,56,40224,96
848,1,73,40320,96
848,2,65,40320,192
848,3,53,40320,768
848,1,72,40416,96
848,1,70,40512,96
848,2,61,40512,192
848,1,68,40608,96
848,1,70,40704,480
848,2,56,40704,192
848,2,54,40896,96
848,2,53,40992,96
848,2,54,41088,192
848,3,51,41088,576
848,1,68,41184,96
848,1,66,41280,96
848,2,63,41280,192
848,1,70,41376,96
848,1,68,41472,96
848,2,53,41472,192
848,1,66,41568,96
848,1,65,41664,96
848,2,61,41664,192
848,3,49,41664,192
848,1,68,41760,96
848,1,66,41856,96
848,2,51,41856,192
848,3,51,41856,192
848,1,65,41952,96
848,1,63,42048,96
848,2,60,42048,192
848,3,44,42048,192
848,1,66,42144,96
848,1,65,42240,192
848,2,61,42240,384
848,3,49,42240,96
848,3,51,42336,96
848,1,68,42432,192
848,3,53,42432,96
848,3,54,42528,96
848,1,73,42624,384
848,3,53,42624,96
848,3,51,42720,96
848,2,80,42816,96
848,3,49,42816,96
848,2,77,42912,96
848,3,53,42912,96
848,2,73,43008,384
848,3,58,43008,96
848,3,56,43104,96
848,1,76,43200,96
848,3,55,43200,96
848,1,73,43296,96
848,3,58,43296,96
848,1,70,43392,384
848,3,61,43392,96
848,3,59,43488,96
848,2,73,43584,96
848,3,58,43584,96
848,2,70,43680,96
848,3,61,43680,96
848,2,67,43776,384
848,3,64,43776,192
848,1,70,43968,96
848,3,63,43968,96
848,1,73,44064,96
848,3,61,44064,96
848,1,76,44160,384
848,3,59,44160,96
848,3,58,44256,96
848,2,73,44352,192
848,3,56,44352,96
848,3,54,44448,96
848,1,75,44544,192
848,2,71,44544,384
848,3,56,44544,96
848,3,59,44640,96
848,1,80,44736,192
848,3,58,44736,96
848,3,56,44832,96
848,1,73,44928,192
848,2,70,44928,384
848,3,55,44928,96
848,3,53,45024,96
848,1,79,45120,192
848,3,51,45120,96
848,3,49,45216,96
848,1,68,45312,192
848,2,68,45312,192
848,3,47,45312,96
848,3,49,45408,96
848,1,80,45504,96
848,3,51,45504,96
848,1,79,45600,96
848,3,47,45600,96
848,1,80,45696,96
848,3,44,45696,192
848,1,82,45792,96
848,1,83,45888,96
848,3,56,45888,96
848,1,80,45984,96
848,3,53,45984,96
848,1,77,46080,96
848,3,49,46080,192
848,1,78,46176,96
848,1,80,46272,96
848,2,59,46272,96
848,1,77,46368,96
848,2,56,46368,96
848,1,73,46464,96
848,2,53,46464,192
848,1,75,46560,96
848,1,77,46656,96
848,3,49,46656,96
848,1,73,46752,96
848,3,46,46752,96
848,1,70,46848,96
848,3,42,46848,192
848,1,72,46944,96
848,1,73,47040,96
848,2,58,47040,96
848,1,70,47136,96
848,2,54,47136,96
848,1,78,47232,96
848,2,51,47232,192
848,1,80,47328,96
848,1,82,47424,96
848,3,54,47424,96
848,1,78,47520,96
848,3,51,47520,96
848,1,75,47616,96
848,3,48,47616,192
848,1,77,47712,96
848,1,78,47808,96
848,2,58,47808,96
848,1,75,47904,96
848,2,54,47904,96
848,1,72,48000,96
848,2,51,48000,192
848,1,73,48096,96
848,1,75,48192,96
848,3,48,48192,96
848,1,72,48288,96
848,3,44,48288,96
848,1,68,48384,96
848,3,41,48384,192
848,1,70,48480,96
848,1,72,48576,96
848,2,56,48576,96
848,1,68,48672,96
848,2,53,48672,96
848,1,77,48768,96
848,2,50,48768,192
848,1,78,48864,96
848,1,80,48960,96
848,3,53,48960,96
848,1,77,49056,96
848,3,50,49056,96
848,1,74,49152,96
848,3,46,49152,192
848,1,75,49248,96
848,1,77,49344,96
848,2,56,49344,96
848,1,74,49440,96
848,2,53,49440,96
848,1,70,49536,96
848,2,50,49536,192
848,1,72,49632,96
848,1,74,49728,96
848,3,46,49728,96
848,1,70,49824,96
848,3,42,49824,96
848,1,66,49920,96
848,3,39,49920,192
848,1,68,50016,96
848,1,70,50112,96
848,2,66,50112,96
848,1,66,50208,96
848,2,63,50208,96
848,1,75,50304,96
848,2,60,50304,192
848,1,77,50400,96
848,1,78,50496,96
848,3,51,50496,96
848,1,75,50592,96
848,3,48,50592,96
848,1,72,50688,96
848,3,44,50688,192
848,1,73,50784,96
848,1,75,50880,96
848,2,66,50880,96
848,1,72,50976,96
848,2,63,50976,96
848,1,68,51072,96
848,2,60,51072,192
848,1,70,51168,96
848,1,72,51264,96
848,3,44,51264,96
848,1,68,51360,96
848,3,41,51360,96
848,1,65,51456,96
848,3,37,51456,192
848,1,66,51552,96
848,1,68,51648,96
848,1,65,51744,96
848,1,61,51840,96
848,1,65,51936,96
848,1,68,52032,96
848,1,70,52128,96
848,1,71,52224,96
848,1,70,52320,96
848,1,68,52416,96
848,3,59,52416,96
848,1,70,52512,96
848,3,49,52512,96
848,1,78,52608,192
848,3,58,52608,96
848,3,49,52704,96
848,1,73,52800,192
848,3,56,52800,96
848,3,49,52896,96
848,1,70,52992,192
848,3,54,52992,96
848,3,49,53088,96
848,1,68,53184,96
848,3,53,53184,96
848,1,66,53280,96
848,3,51,53280,96
848,1,68,53376,96
848,3,53,53376,192
848,1,61,53472,96
848,1,65,53568,96
848,3,44,53568,192
848,1,68,53664,96
848,1,70,53760,96
848,1,68,53856,96
848,1,66,53952,96
848,3,58,53952,96
848,1,68,54048,96
848,3,49,54048,96
848,1,77,54144,192
848,3,56,54144,96
848,3,49,54240,96
848,1,73,54336,192
848,3,54,54336,96
848,3,49,54432,96
848,1,68,54528,192
848,3,53,54528,96
848,3,49,54624,96
848,1,66,54720,96
848,3,51,54720,96
848,1,65,54816,96
848,3,49,54816,96
848,1,66,54912,96
848,3,51,54912,192
848,1,60,55008,96
848,1,63,55104,96
848,3,44,55104,192
848,1,66,55200,96
848,1,68,55296,96
848,1,66,55392,96
848,1,65,55488,96
848,3,56,55488,96
848,1,66,55584,96
848,3,44,55584,96
848,1,75,55680,192
848,3,54,55680,96
848,3,44,55776,96
848,1,72,55872,192
848,3,53,55872,96
848,3,44,55968,96
848,1,66,56064,192
848,3,51,56064,96
848,3,44,56160,96
848,1,65,56256,96
848,3,49,56256,96
848,1,63,56352,96
848,3,48,56352,96
848,1,65,56448,96
848,3,49,56448,96
848,1,68,56544,96
848,3,44,56544,96
848,1,70,56640,96
848,3,53,56640,96
848,1,72,56736,96
848,3,51,56736,96
848,1,73,56832,96
848,3,53,56832,96
848,1,75,56928,96
848,3,44,56928,96
848,1,77,57024,96
848,3,56,57024,96
848,1,75,57120,96
848,3,54,57120,96
848,1,78,57216,96
848,3,56,57216,96
848,1,77,57312,96
848,3,44,57312,96
848,1,75,57408,96
848,3,58,57408,96
848,1,73,57504,96
848,3,44,57504,96
848,1,80,57600,864
848,3,60,57600,96
848,3,61,57696,96
848,3,63,57792,96
848,3,60,57888,96
848,3,56,57984,96
848,3,60,58080,96
848,3,63,58176,96
848,3,65,58272,96
848,3,66,58368,96
848,1,80,58464,96
848,3,65,58464,96
848,1,78,58560,96
848,3,63,58560,96
848,1,80,58656,96
848,3,65,58656,96
848,1,77,58752,96
848,3,73,58752,192
848,1,80,58848,96
848,1,75,58944,96
