bwv,c,p,t,d
872,2,66,4512,96
872,2,65,4608,192
872,3,37,4608,192
872,1,73,4800,192
872,1,77,4992,192
872,1,73,5184,192
872,3,61,5184,192
872,1,80,5376,192
872,3,60,5376,192
872,2,68,5568,192
872,3,63,5568,192
872,1,78,5760,192
872,2,72,5760,192
872,3,56,5760,192
872,2,68,5952,192
872,1,77,6144,96
872,2,73,6144,192
872,1,75,6240,96
872,1,73,6336,288
872,3,49,6336,192
872,2,71,6528,192
872,3,53,6528,192
872,1,75,6624,96
872,1,77,6720,96
872,3,49,6720,192
872,1,73,6816,96
872,2,70,6912,192
872,3,54,6912,192
872,1,75,7008,96
872,1,78,7104,96
872,1,75,7200,96
872,1,80,7296,192
872,3,53,7296,192
872,2,70,7392,96
872,2,74,7488,96
872,2,70,7584,96
872,1,78,7680,192
872,2,75,7680,192
872,3,51,7776,96
872,3,48,7872,96
872,3,51,7968,96
872,1,77,8064,288
872,3,45,8064,192
872,2,75,8160,96
872,2,73,8256,288
872,3,46,8256,192
872,1,77,8352,96
872,1,79,8448,192
872,3,39,8448,192
872,2,72,8544,192
872,1,80,8640,288
872,3,41,8640,192
872,2,72,8736,96
872,2,70,8832,288
872,3,37,8832,192
872,1,80,8928,96
872,1,79,9024,192
872,3,39,9024,192
872,2,73,9120,96
872,1,80,9216,192
872,2,72,9216,192
872,3,44,9408,192
872,3,48,9600,192
872,3,44,9792,192
872,3,49,9984,192
872,2,56,10176,192
872,2,60,10368,192
872,3,48,10368,192
872,2,56,10560,192
872,2,61,10752,192
872,3,46,10752,96
872,3,48,10848,96
872,1,65,10944,192
872,3,49,10944,96
872,3,51,11040,96
872,1,68,11136,192
872,2,59,11136,192
872,3,53,11136,96
872,3,54,11232,96
872,1,65,11328,192
872,3,56,11328,48
872,3,54,11376,48
872,3,53,11424,96
872,1,70,11520,192
872,2,58,11520,96
872,3,54,11520,192
872,2,60,11616,96
872,2,62,11712,96
872,2,63,11808,96
872,1,68,11904,192
872,2,65,11904,96
872,3,50,11904,192
872,2,66,12000,96
872,2,68,12096,48
872,2,66,12144,48
872,2,65,12192,96
872,1,66,12288,96
872,2,66,12288,192
872,3,51,12288,192
872,1,68,12384,96
872,1,70,12480,96
872,1,72,12576,96
872,1,74,12672,96
872,2,65,12672,192
872,1,75,12768,96
872,1,77,12864,48
872,3,58,12864,192
872,1,75,12912,48
872,1,74,12960,96
872,1,75,13056,192
872,3,54,13056,192
872,2,70,13248,192
872,3,58,13248,192
872,2,66,13440,192
872,3,51,13440,192
872,1,75,13632,192
872,2,70,13632,192
872,3,55,13632,192
872,1,72,13824,192
872,2,63,13824,192
872,3,56,13824,96
872,3,44,13920,96
872,1,75,14016,192
872,2,66,14016,192
872,3,46,14016,96
872,3,48,14112,96
872,1,68,14208,192
872,2,65,14208,192
872,3,49,14208,96
872,3,51,14304,96
872,1,73,14400,192
872,2,68,14400,288
872,3,53,14400,48
872,3,51,14448,48
872,3,49,14496,96
872,1,70,14592,192
872,3,54,14592,192
872,2,68,14688,96
872,2,66,14784,96
872,3,51,14784,192
872,2,65,14880,96
872,1,72,14976,192
872,2,63,14976,96
872,2,61,15072,96
872,2,60,15168,48
872,3,56,15168,192
872,2,61,15216,48
872,2,63,15264,96
872,1,73,15360,192
872,2,56,15360,192
872,3,53,15360,192
872,1,80,15552,192
872,3,56,15552,192
872,1,77,15744,192
872,3,49,15744,192
872,1,80,15936,192
872,2,61,15936,192
872,1,73,16128,192
872,2,65,16128,192
872,2,61,16320,192
872,3,49,16320,192
872,2,68,16512,192
872,3,53,16512,192
872,1,71,16608,96
872,1,70,16704,96
872,3,49,16704,192
872,1,68,16800,96
872,1,70,16896,480
872,3,54,16896,192
872,2,68,16992,96
872,2,66,17088,96
872,3,58,17088,192
872,2,65,17184,96
872,2,66,17280,288
872,3,51,17280,192
872,1,70,17376,96
872,1,75,17472,192
872,3,54,17472,192
872,2,66,17568,192
872,1,68,17664,480
872,3,48,17664,192
872,2,66,17760,96
872,2,65,17856,96
872,3,56,17856,192
872,2,63,17952,96
872,2,65,18048,288
872,3,49,18048,192
872,1,68,18144,96
872,1,73,18240,192
872,3,53,18240,192
872,2,65,18336,192
872,1,66,18432,480
872,3,46,18432,192
872,2,65,18528,96
872,2,63,18624,96
872,3,54,18624,192
872,2,61,18720,96
872,2,63,18816,288
872,3,48,18816,192
872,1,65,18912,96
872,1,66,19008,192
872,3,51,19008,192
872,2,63,19104,192
872,1,65,19200,480
872,3,45,19200,192
872,2,63,19296,96
872,2,61,19392,96
872,3,41,19392,192
872,2,60,19488,96
872,2,61,19584,288
872,3,46,19584,192
872,1,63,19680,96
872,1,65,19776,480
872,3,44,19776,192
872,2,60,19872,96
872,2,58,19968,96
872,3,42,19968,192
872,2,57,20064,96
872,2,58,20160,288
872,3,41,20160,192
872,1,65,20256,96
872,1,63,20352,384
872,3,42,20352,384
872,2,61,20448,96
872,2,60,20544,96
872,2,58,20640,96
872,1,65,20736,192
872,2,57,20736,192
872,3,41,20736,192
872,3,53,20928,192
872,3,57,21120,192
872,1,77,21312,192
872,3,53,21312,192
872,1,73,21504,192
872,3,58,21504,192
872,1,77,21696,192
872,2,58,21696,192
872,1,70,21888,192
872,2,62,21888,192
872,3,56,21888,192
872,2,58,22080,192
872,2,63,22272,192
872,3,55,22272,96
872,3,53,22368,96
872,1,82,22464,192
872,3,51,22464,288
872,1,79,22656,192
872,2,61,22656,192
872,3,53,22752,96
872,1,82,22848,192
872,3,55,22848,96
872,3,51,22944,96
872,1,75,23040,192
872,2,60,23040,96
872,3,56,23040,192
872,2,58,23136,96
872,2,56,23232,288
872,1,77,23424,192
872,2,58,23520,96
872,2,59,23616,96
872,2,56,23712,96
872,1,78,23808,96
872,2,58,23808,96
872,1,80,23904,96
872,2,60,23904,96
872,1,82,24000,288
872,2,61,24000,96
872,2,58,24096,96
872,2,60,24192,96
872,1,80,24288,96
872,2,61,24288,96
872,1,78,24384,96
872,2,63,24384,96
872,1,80,24480,96
872,2,60,24480,96
872,1,77,24576,96
872,2,61,24576,960
872,1,78,24672,96
872,1,80,24768,288
872,3,49,24768,192
872,3,53,24960,192
872,1,78,25056,96
872,1,77,25152,96
872,3,49,25152,192
872,1,78,25248,96
872,1,75,25344,96
872,3,56,25344,960
872,1,80,25440,96
872,1,78,25536,96
872,2,61,25536,192
872,1,77,25632,96
872,1,75,25728,96
872,2,60,25728,192
872,1,73,25824,96
872,1,72,25920,48
872,2,65,25920,192
872,1,73,25968,48
872,1,75,26016,96
872,1,73,26112,96
872,2,58,26112,576
872,1,70,26208,96
872,1,72,26304,96
872,3,56,26304,192
872,1,73,26400,96
872,1,75,26496,96
872,3,54,26496,576
872,1,77,26592,96
872,1,78,26688,48
872,2,63,26688,192
872,1,77,26736,48
872,1,75,26784,96
872,1,73,26880,96
872,2,56,26880,384
872,1,72,26976,96
872,1,70,27072,96
872,3,54,27072,192
872,1,68,27168,96
872,1,73,27264,192
872,3,53,27264,192
872,2,68,27360,96
872,2,65,27456,96
872,2,68,27552,96
872,1,70,27648,192
872,2,61,27648,192
872,3,58,27744,96
872,3,54,27840,96
872,3,58,27936,96
872,1,78,28032,192
872,3,51,28032,192
872,2,60,28128,96
872,2,56,28224,96
872,2,60,28320,96
872,2,61,28416,192
872,3,49,28416,192
872,1,78,28512,96
872,1,77,28608,96
872,2,56,28608,192
872,1,75,28704,96
872,1,77,28800,96
872,2,61,28800,576
872,1,80,28896,96
872,3,49,28896,96
872,1,73,28992,96
872,3,53,28992,96
872,1,77,29088,96
872,3,49,29088,96
872,1,70,29184,96
872,3,54,29184,192
872,1,77,29280,96
872,1,75,29376,96
872,2,58,29376,192
872,1,73,29472,96
872,1,75,29568,96
872,2,54,29568,576
872,1,78,29664,96
872,1,72,29760,96
872,3,51,29760,192
872,1,75,29856,96
872,1,68,29952,96
872,3,48,29952,192
872,1,75,30048,96
872,1,73,30144,96
872,2,56,30144,192
872,1,72,30240,96
872,1,73,30336,96
872,2,53,30336,192
872,1,77,30432,96
872,1,68,30528,96
872,2,65,30528,288
872,3,49,30528,192
872,1,71,30624,96
872,1,70,30720,288
872,3,42,30720,192
872,2,61,30816,96
872,2,63,30912,288
872,3,54,30912,192
872,1,66,31008,96
872,1,68,31104,288
872,3,53,31104,192
872,2,60,31200,96
872,2,61,31296,288
872,3,46,31296,192
872,1,65,31392,96
872,1,65,31488,288
872,3,51,31488,192
872,2,58,31584,96
872,2,60,31680,192
872,3,44,31680,192
872,1,63,31776,96
872,1,65,31872,864
872,3,49,31872,192
872,2,61,31968,96
872,2,56,32064,96
872,3,37,32064,192
872,2,59,32160,96
872,2,58,32256,768
872,3,42,32256,96
872,3,49,32352,96
872,3,46,32448,96
872,3,49,32544,96
872,3,54,32640,576
872,1,63,32736,96
872,1,66,32832,96
872,1,63,32928,96
872,1,60,33024,192
872,2,56,33120,384
872,1,60,33216,96
872,3,54,33216,192
872,1,63,33312,96
872,1,68,33408,288
872,3,53,33408,192
872,2,61,33504,96
872,2,60,33600,192
872,3,56,33600,192
872,1,66,33696,96
872,1,65,33792,192
872,3,49,33792,192
872,2,61,33888,384
872,1,65,33984,96
872,3,59,33984,192
872,1,68,34080,96
872,1,73,34176,288
872,3,58,34176,192
872,2,66,34272,96
872,2,65,34368,192
872,3,61,34368,192
872,1,71,34464,96
872,1,70,34560,192
872,3,54,34560,192
872,2,66,34656,384
872,1,70,34752,96
872,3,53,34752,192
872,1,73,34848,96
872,1,78,34944,480
872,3,51,34944,192
872,2,71,35040,96
872,2,70,35136,96
872,3,54,35136,192
872,2,75,35232,96
872,2,68,35328,192
872,3,48,35328,192
872,1,70,35424,96
872,1,72,35520,96
872,3,56,35520,192
872,1,73,35616,96
872,1,75,35712,96
872,3,60,35712,192
872,1,77,35808,96
872,1,78,35904,48
872,3,56,35904,192
872,1,77,35952,48
872,1,75,36000,96
872,1,77,36096,96
872,3,61,36096,192
872,1,78,36192,96
872,2,60,36192,96
872,1,77,36288,96
872,2,61,36288,96
872,1,75,36384,96
872,2,63,36384,96
872,1,73,36480,96
872,2,65,36480,96
872,3,58,36480,192
872,1,72,36576,96
872,2,67,36576,96
872,1,70,36672,48
872,2,68,36672,96
872,1,72,36720,48
872,1,73,36768,96
872,2,67,36768,96
872,1,72,36864,192
872,2,68,36864,192
872,3,56,36960,96
872,1,80,37056,192
872,3,58,37056,96
872,3,60,37152,96
872,1,77,37248,192
872,2,61,37248,384
872,3,61,37248,96
872,3,63,37344,96
872,1,80,37440,192
872,3,65,37440,96
872,3,61,37536,96
872,1,73,37632,96
872,2,65,37632,384
872,3,58,37632,192
872,1,77,37728,96
872,1,78,37824,96
872,3,58,37824,192
872,1,80,37920,96
872,1,82,38016,96
872,2,61,38016,384
872,3,61,38016,192
872,1,84,38112,96
872,1,85,38208,96
872,3,58,38208,192
872,1,82,38304,96
872,1,78,38400,96
872,2,66,38400,192
872,3,63,38400,192
872,1,80,38496,96
872,1,78,38592,96
872,3,51,38592,192
872,1,77,38688,96
872,1,75,38784,96
872,3,48,38784,192
872,1,73,38880,96
872,1,72,38976,96
872,2,66,38976,288
872,3,51,38976,192
872,1,75,39072,96
872,1,68,39168,864
872,3,53,39168,192
872,2,70,39264,96
872,2,68,39360,96
872,3,41,39360,192
872,2,66,39456,96
872,2,65,39552,96
872,3,37,39552,192
872,2,63,39648,96
872,2,61,39744,96
872,3,41,39744,192
872,2,65,39840,96
872,2,58,39936,384
872,3,42,39936,384
872,1,61,40032,96
872,1,63,40128,96
872,1,65,40224,96
872,1,66,40320,96
872,3,51,40320,384
872,1,68,40416,96
872,1,70,40512,96
872,2,63,40512,192
872,1,66,40608,96
872,1,63,40704,96
872,2,58,40704,192
872,3,54,40704,384
872,1,65,40800,96
872,1,66,40896,96
872,2,63,40896,192
872,1,68,40992,96
872,1,70,41088,96
872,2,54,41088,192
872,3,51,41088,384
872,1,72,41184,96
872,1,73,41280,96
872,2,66,41280,288
872,1,70,41376,96
872,1,72,41472,192
872,3,56,41472,3168
872,2,68,41568,96
872,1,75,41664,192
872,2,66,41664,96
872,2,64,41760,96
872,1,72,41856,192
872,2,63,41856,96
872,2,61,41952,96
872,1,75,42048,192
872,2,60,42048,48
872,2,61,42096,48
872,2,63,42144,96
872,1,68,42240,192
872,2,64,42240,96
872,2,66,42336,96
872,1,73,42432,192
872,2,64,42432,96
872,2,63,42528,96
872,1,76,42624,192
872,2,61,42624,96
872,2,60,42720,96
872,1,73,42816,192
872,2,58,42816,48
872,2,60,42864,48
872,2,61,42912,96
872,1,78,43008,96
872,2,60,43008,192
872,1,81,43104,96
872,1,80,43200,96
872,2,63,43200,192
872,1,78,43296,96
872,1,76,43392,96
872,2,61,43392,192
872,1,75,43488,96
872,1,73,43584,48
872,2,64,43584,192
872,1,75,43632,48
872,1,76,43680,96
872,1,67,43776,96
872,2,58,43776,192
872,1,68,43872,96
872,1,70,43968,96
872,2,61,43968,192
872,1,72,44064,96
872,1,73,44160,96
872,2,64,44160,384
872,1,75,44256,48
872,1,76,44304,48
872,1,75,44352,96
872,2,67,44352,192
872,1,73,44448,96
872,1,72,44544,192
872,2,68,44544,192
872,2,63,44544,192
872,3,58,44640,96
872,1,75,44736,192
872,3,56,44736,96
872,3,54,44832,96
872,1,80,44928,768
872,3,53,44928,96
872,3,51,45024,96
872,2,77,45120,192
872,3,50,45120,48
872,3,51,45168,48
872,3,53,45216,96
872,2,74,45312,192
872,3,46,45312,96
872,3,58,45408,96
872,2,77,45504,192
872,3,60,45504,96
872,3,62,45600,96
872,1,78,45696,768
872,2,70,45696,192
872,3,63,45696,96
872,3,65,45792,96
872,2,75,45888,192
872,3,66,45888,48
872,3,65,45936,48
872,3,63,45984,96
872,2,72,46080,192
872,3,68,46080,96
872,3,66,46176,96
872,2,75,46272,192
872,3,65,46272,96
872,3,63,46368,96
872,1,77,46464,576
872,2,68,46464,192
872,3,61,46464,96
872,3,59,46560,96
872,2,73,46656,192
872,3,58,46656,48
872,3,59,46704,48
872,3,61,46752,96
872,2,70,46848,96
872,3,54,46848,192
872,2,73,46944,96
872,1,77,47040,48
872,2,66,47040,192
872,3,39,47040,192
872,1,75,47088,48
872,1,73,47136,48
872,1,71,47184,48
872,1,70,47232,48
872,3,42,47232,192
872,1,68,47280,48
872,1,66,47328,48
872,1,65,47376,48
872,1,66,47424,768
872,3,39,47424,192
872,2,65,47472,48
872,2,63,47520,48
872,2,61,47568,48
872,2,60,47616,96
872,4,44,47616,624
872,2,63,47712,480
872,2,56,47808,576
872,3,54,47856,48
872,3,53,47904,48
872,3,51,47952,48
872,3,53,48000,48
872,3,51,48048,48
872,3,49,48096,48
872,3,48,48144,48
872,1,65,48192,240
872,2,61,48192,432
872,3,49,48192,192
872,4,46,48240,48
872,4,44,48288,48
872,4,43,48336,48
872,4,44,48384,432
872,1,65,48432,48
872,1,63,48480,48
872,1,61,48528,48
872,1,63,48576,768
872,3,55,48576,192
872,2,61,48624,48
872,2,60,48672,48
872,2,58,48720,48
872,2,60,48768,480
872,3,56,48768,384
872,4,46,48816,48
872,4,48,48864,48
872,4,49,48912,48
872,4,51,48960,48
872,4,53,49008,48
872,4,54,49056,48
872,4,51,49104,48
872,3,53,49152,192
872,2,56,49248,192
872,1,61,49344,288
872,3,52,49344,192
872,2,55,49440,96
872,2,56,49536,288
872,3,51,49536,384
872,4,44,49536,384
872,1,61,49632,96
872,1,60,49728,192
872,2,54,49824,192
872,1,61,49920,480
872,3,49,49920,1632
872,4,37,49920,3840
872,2,54,50016,96
872,2,53,50112,96
872,2,51,50208,96
872,2,53,50304,480
872,1,56,50400,96
872,1,59,50496,96
872,1,56,50592,96
872,1,58,50688,480
872,2,56,50784,96
872,2,54,50880,96
872,2,53,50976,96
872,2,54,51072,768
872,1,58,51168,96
872,1,61,51264,96
872,1,58,51360,96
872,1,63,51456,480
872,3,49,51552,96
872,3,48,51648,96
872,3,46,51744,96
872,3,48,51840,384
872,1,65,51936,96
872,1,66,52032,288
872,2,56,52128,96
872,2,58,52224,384
872,3,49,52224,384
872,1,65,52320,96
872,1,63,52416,96
872,1,66,52512,192
872,2,60,52608,384
872,3,51,52608,384
872,1,70,52704,96
872,1,68,52800,96
872,1,66,52896,96
872,1,65,52992,768
872,2,61,52992,768
872,2,56,52992,768
872,3,49,52992,768
873,3,49,0,96
873,3,48,96,96
873,3,49,192,96
873,3,51,288,96
873,3,49,384,96
873,3,51,480,96
873,3,44,576,96
873,3,46,672,96
873,3,48,768,96
873,3,49,864,96
873,3,51,960,96
873,3,52,1056,96
873,3,54,1152,96
873,3,52,1248,96
873,3,54,1344,96
873,3,51,1440,96
873,3,56,1536,96
873,3,54,1632,96
873,1,68,1728,96
873,3,52,1728,96
873,1,67,1824,96
873,3,51,1824,96
873,1,68,1920,96
873,3,52,1920,96
873,1,70,2016,96
873,3,49,2016,576
873,1,68,2112,96
873,1,70,2208,96
873,1,63,2304,96
873,1,65,2400,96
873,1,67,2496,96
873,1,68,2592,96
873,3,47,2592,288
873,1,70,2688,96
873,1,71,2784,96
873,1,73,2880,96
873,3,46,2880,288
873,1,71,2976,96
873,1,73,3072,96
873,1,70,3168,96
873,3,55,3168,288
873,1,75,3264,96
873,1,73,3360,96
873,1,71,3456,96
873,3,44,3456,288
873,1,70,3552,96
873,1,71,3648,96
873,1,68,3744,96
873,3,52,3744,576
873,1,73,3840,96
873,1,71,3936,96
873,1,69,4032,96
873,1,68,4128,96
873,1,69,4224,96
873,1,66,4320,96
873,3,51,4320,288
873,1,71,4416,96
873,1,69,4512,96
873,1,68,4608,288
873,2,61,4608,96
873,3,52,4608,288
873,2,60,4704,96
873,2,61,4800,96
873,1,66,4896,576
873,2,63,4896,96
873,3,48,4896,288
873,2,61,4992,96
873,2,63,5088,96
873,2,56,5184,96
873,3,49,5184,288
873,2,58,5280,96
873,2,60,5376,96
873,1,64,5472,288
873,2,61,5472,96
873,3,61,5472,576
873,2,63,5568,96
873,2,64,5664,96
873,1,63,5760,288
873,2,66,5760,96
873,2,64,5856,96
873,2,66,5952,96
873,1,75,6048,288
873,2,63,6048,96
873,3,60,6048,288
873,2,68,6144,96
873,2,66,6240,96
873,1,68,6336,288
873,2,64,6336,96
873,3,61,6336,288
873,2,63,6432,96
873,2,64,6528,96
873,1,69,6624,576
873,2,61,6624,96
873,3,54,6624,288
873,2,66,6720,96
873,2,64,6816,96
873,2,63,6912,96
873,3,59,6912,288
873,2,61,7008,96
873,2,63,7104,96
873,1,68,7200,576
873,2,59,7200,96
873,3,52,7200,288
873,2,64,7296,96
873,2,63,7392,96
873,2,61,7488,96
873,3,57,7488,576
873,2,63,7584,96
873,2,64,7680,96
873,1,66,7776,384
873,2,63,7776,96
873,2,64,7872,96
873,2,61,7968,96
873,2,60,8064,864
873,3,56,8064,672
873,1,68,8160,96
873,1,69,8256,96
873,1,68,8352,96
873,1,69,8448,96
873,1,66,8544,96
873,1,64,8640,576
873,3,54,8736,96
873,3,56,8832,96
873,2,61,8928,576
873,3,52,8928,96
873,3,57,9024,96
873,3,56,9120,96
873,1,63,9216,288
873,3,54,9216,96
873,3,52,9312,96
873,3,54,9408,96
873,2,60,9504,288
873,3,51,9504,96
873,3,56,9600,96
873,3,54,9696,96
873,1,68,9792,96
873,2,61,9792,864
873,3,52,9792,96
873,1,66,9888,96
873,3,51,9888,96
873,1,68,9984,96
873,3,52,9984,96
873,1,64,10080,96
873,3,49,10080,96
873,1,69,10176,96
873,3,54,10176,96
873,1,68,10272,96
873,3,52,10272,96
873,1,66,10368,96
873,3,51,10368,288
873,1,64,10464,96
873,1,66,10560,96
873,1,63,10656,96
873,2,59,10656,576
873,3,56,10656,288
873,1,68,10752,96
873,1,66,10848,96
873,1,65,10944,96
873,3,49,10944,672
873,1,63,11040,96
873,1,61,11136,96
873,1,66,11232,576
873,2,57,11232,96
873,2,56,11328,96
873,2,54,11424,96
873,2,56,11520,576
873,3,47,11616,96
873,3,49,11712,96
873,1,64,11808,576
873,3,44,11808,96
873,3,49,11904,96
873,3,47,12000,96
873,2,54,12096,576
873,3,46,12096,96
873,3,42,12192,96
873,3,44,12288,96
873,1,63,12384,96
873,3,47,12384,576
873,1,61,12480,96
873,1,59,12576,96
873,1,61,12672,576
873,2,52,12672,96
873,2,51,12768,96
873,2,52,12864,96
873,2,49,12960,96
873,3,45,12960,576
873,2,54,13056,96
873,2,52,13152,96
873,1,59,13248,576
873,2,51,13248,96
873,2,49,13344,96
873,2,47,13440,96
873,2,52,13536,576
873,3,44,13536,96
873,3,42,13632,96
873,3,40,13728,96
873,1,57,13824,96
873,3,42,13824,288
873,1,56,13920,96
873,1,57,14016,96
873,1,54,14112,96
873,2,51,14112,288
873,3,47,14112,288
873,1,59,14208,96
873,1,57,14304,96
873,1,56,14400,96
873,2,52,14400,288
873,3,40,14400,288
873,1,59,14496,96
873,1,64,14592,192
873,2,54,14688,288
873,1,63,14784,96
873,1,61,14880,96
873,1,59,14976,96
873,2,56,14976,288
873,1,64,15072,96
873,1,68,15168,192
873,2,58,15264,288
873,1,66,15360,96
873,1,64,15456,96
873,1,63,15552,288
873,2,59,15552,672
873,3,47,15552,96
873,3,45,15648,96
873,3,47,15744,96
873,1,65,15840,288
873,3,49,15840,96
873,3,47,15936,96
873,3,49,16032,96
873,1,66,16128,288
873,3,42,16128,288
873,2,57,16224,96
873,2,59,16320,96
873,2,61,16416,96
873,3,40,16416,288
873,2,63,16512,96
873,2,64,16608,96
873,1,70,16704,288
873,2,66,16704,96
873,3,39,16704,288
873,2,64,16800,96
873,2,66,16896,96
873,1,72,16992,288
873,2,63,16992,96
873,3,44,16992,288
873,2,68,17088,96
873,2,66,17184,96
873,1,73,17280,96
873,2,64,17280,288
873,3,49,17280,96
873,1,72,17376,96
873,3,51,17376,96
873,1,73,17472,96
873,3,52,17472,96
873,1,75,17568,96
873,3,54,17568,384
873,1,73,17664,96
873,1,75,17760,96
873,1,68,17856,96
873,1,70,17952,96
873,3,52,17952,96
873,1,72,18048,96
873,3,51,18048,96
873,1,73,18144,96
873,3,52,18144,96
873,1,75,18240,96
873,3,54,18240,96
873,1,76,18336,96
873,3,56,18336,96
873,1,78,18432,96
873,3,57,18432,96
873,1,76,18528,96
873,3,56,18528,96
873,1,78,18624,96
873,3,54,18624,96
873,1,75,18720,96
873,3,56,18720,96
873,1,80,18816,96
873,3,58,18816,96
873,1,78,18912,96
873,3,60,18912,96
873,1,76,19008,96
873,2,68,19008,96
873,3,61,19008,864
873,1,75,19104,96
873,2,67,19104,96
873,1,76,19200,96
873,2,68,19200,96
873,1,73,19296,96
873,2,70,19296,96
873,1,71,19392,96
873,2,68,19392,96
873,1,73,19488,96
873,2,70,19488,96
873,1,82,19584,288
873,2,63,19584,96
873,2,65,19680,96
873,2,67,19776,96
873,1,75,19872,288
873,2,68,19872,96
873,3,59,19872,288
873,2,70,19968,96
873,2,71,20064,96
873,1,77,20160,288
873,2,73,20160,96
873,3,58,20160,288
873,2,71,20256,96
873,2,73,20352,96
873,1,79,20448,288
873,2,70,20448,96
873,3,63,20448,288
873,2,75,20544,96
873,2,73,20640,96
873,1,80,20736,288
873,2,71,20736,96
873,3,56,20736,288
873,2,70,20832,96
873,2,71,20928,96
873,1,76,21024,576
873,2,68,21024,96
873,3,61,21024,288
873,2,73,21120,96
873,2,71,21216,96
873,2,69,21312,96
873,3,54,21312,288
873,2,68,21408,96
873,2,69,21504,96
873,1,75,21600,288
873,2,66,21600,96
873,3,59,21600,288
873,2,71,21696,96
873,2,69,21792,96
873,1,76,21888,576
873,2,68,21888,96
873,3,52,21888,96
873,2,66,21984,96
873,3,51,21984,96
873,2,68,22080,96
873,3,52,22080,96
873,2,70,22176,96
873,3,54,22176,96
873,2,68,22272,96
873,3,52,22272,96
873,2,70,22368,96
873,3,54,22368,96
873,1,75,22464,288
873,2,71,22464,864
873,3,47,22464,96
873,3,49,22560,96
873,3,51,22656,96
873,1,74,22752,288
873,3,52,22752,96
873,3,54,22848,96
873,3,56,22944,96
873,1,73,23040,288
873,3,57,23040,96
873,3,56,23136,96
873,3,57,23232,96
873,1,75,23328,96
873,2,69,23328,576
873,3,54,23328,96
873,1,76,23424,96
873,3,59,23424,96
873,1,78,23520,96
873,3,57,23520,96
873,1,71,23616,288
873,3,56,23616,96
873,3,54,23712,96
873,3,56,23808,96
873,1,73,23904,96
873,2,68,23904,576
873,3,52,23904,96
873,1,75,24000,96
873,3,57,24000,96
873,1,76,24096,96
873,3,56,24096,96
873,1,69,24192,288
873,3,54,24192,96
873,3,52,24288,96
873,3,54,24384,96
873,1,71,24480,96
873,2,66,24480,576
873,3,51,24480,96
873,1,73,24576,96
873,3,56,24576,96
873,1,75,24672,96
873,3,54,24672,96
873,1,68,24768,384
873,3,52,24768,96
873,3,51,24864,96
873,3,52,24960,96
873,2,64,25056,288
873,3,49,25056,192
873,1,71,25152,96
873,1,70,25248,96
873,1,71,25344,384
873,2,63,25344,288
873,3,56,25344,96
873,3,54,25440,96
873,3,56,25536,96
873,2,68,25632,288
873,3,52,25632,192
873,1,75,25728,96
873,1,73,25824,96
873,1,75,25920,384
873,2,66,25920,288
873,3,59,25920,96
873,3,58,26016,96
873,3,59,26112,96
873,2,71,26208,480
873,3,56,26208,192
873,1,78,26304,96
873,1,76,26400,96
873,1,78,26496,96
873,3,63,26496,288
873,1,80,26592,96
873,1,78,26688,96
873,2,69,26688,288
873,1,76,26784,96
873,3,64,26784,576
873,1,78,26880,96
873,1,76,26976,96
873,2,68,26976,96
873,1,83,27072,96
873,2,66,27072,288
873,1,82,27168,96
873,1,80,27264,96
873,1,78,27360,96
873,2,71,27360,480
873,3,63,27360,96
873,1,76,27456,96
873,3,61,27456,96
873,1,75,27552,96
873,3,59,27552,96
873,1,73,27648,96
873,3,66,27648,192
873,1,75,27744,96
873,1,73,27840,96
873,2,70,27840,96
873,3,54,27840,96
873,1,76,27936,96
873,2,68,27936,192
873,3,56,27936,192
873,1,71,28032,96
873,1,73,28128,96
873,2,67,28128,96
873,3,58,28128,96
873,1,75,28224,96
873,2,66,28224,192
873,3,59,28224,192
873,1,76,28320,96
873,1,75,28416,96
873,2,60,28416,96
873,3,56,28416,96
873,1,78,28512,96
873,2,61,28512,192
873,3,58,28512,192
873,1,73,28608,96
873,1,75,28704,96
873,3,60,28704,96
873,1,76,28800,288
873,2,73,28800,96
873,3,61,28800,96
873,2,75,28896,96
873,3,59,28896,96
873,2,73,28992,96
873,3,57,28992,96
873,1,77,29088,288
873,2,71,29088,96
873,3,56,29088,288
873,2,73,29184,96
873,2,71,29280,96
873,1,69,29376,192
873,2,78,29376,96
873,3,54,29376,288
873,2,76,29472,96
873,2,74,29568,96
873,2,73,29664,96
873,2,71,29760,96
873,1,78,29856,96
873,2,69,29856,96
873,1,77,29952,192
873,2,68,29952,96
873,2,69,30048,96
873,1,76,30144,96
873,2,68,30144,96
873,1,75,30240,192
873,2,71,30240,96
873,2,66,30336,96
873,1,74,30432,96
873,2,68,30432,96
873,1,73,30528,192
873,2,69,30528,96
873,2,71,30624,96
873,1,78,30720,96
873,2,69,30720,96
873,1,77,30816,192
873,2,73,30816,96
873,2,68,30912,96
873,1,76,31008,96
873,2,70,31008,96
873,1,75,31104,192
873,2,71,31104,480
873,3,56,31104,96
873,3,57,31200,96
873,1,77,31296,96
873,3,56,31296,96
873,1,78,31392,576
873,3,54,31392,96
873,3,56,31488,96
873,2,69,31584,96
873,3,54,31584,96
873,2,68,31680,192
873,3,61,31680,96
873,3,59,31776,96
873,2,72,31872,96
873,3,57,31872,96
873,1,76,31968,576
873,2,73,31968,288
873,3,56,31968,96
873,3,54,32064,96
873,3,52,32160,96
873,2,66,32256,384
873,3,51,32256,96
873,3,52,32352,96
